Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2015,95037,39,30.7,0-17,Santa Clara
2015,95050,33,40.7,0-17,Santa Clara
2015,95051,35,24.9,0-17,Santa Clara
2015,95054,22,35.0,0-17,Santa Clara
2015,95060,14,19.6,0-17,Santa Cruz
2015,95062,17,27.5,0-17,Santa Cruz
2015,95076,234,93.8,0-17,Santa Cruz
2015,95110,31,67.7,0-17,Santa Clara
2015,95111,116,72.6,0-17,Santa Clara
2015,95112,57,52.7,0-17,Santa Clara
2015,95116,140,88.4,0-17,Santa Clara
2015,95117,34,49.4,0-17,Santa Clara
2015,95118,36,44.6,0-17,Santa Clara
2015,95119,16,66.4,0-17,Santa Clara
2015,95120,27,27.2,0-17,Santa Clara
2015,95121,64,64.1,0-17,Santa Clara
2015,95122,133,78.3,0-17,Santa Clara
2015,95123,83,55.0,0-17,Santa Clara
2015,95124,42,34.6,0-17,Santa Clara
2015,95125,37,29.6,0-17,Santa Clara
2015,95126,33,47.8,0-17,Santa Clara
2015,95127,114,68.6,0-17,Santa Clara
2015,95128,38,41.1,0-17,Santa Clara
2015,95129,17,18.2,0-17,Santa Clara
2015,95130,12,35.6,0-17,Santa Clara
2015,95131,30,40.5,0-17,Santa Clara
2015,95132,30,32.7,0-17,Santa Clara
2015,95133,30,43.5,0-17,Santa Clara
2015,95134,18,51.6,0-17,Santa Clara
2015,95135,12,24.4,0-17,Santa Clara
2015,95136,47,42.4,0-17,Santa Clara
2015,95138,16,25.0,0-17,Santa Clara
2015,95148,43,39.1,0-17,Santa Clara
2015,95202,38,243.8,0-17,San Joaquin
2015,95203,76,153.8,0-17,San Joaquin
2015,95204,73,113.2,0-17,San Joaquin
2015,95205,149,111.3,0-17,San Joaquin
2015,95206,261,123.8,0-17,San Joaquin
2015,95207,154,120.7,0-17,San Joaquin
2015,95209,73,67.3,0-17,San Joaquin
2015,95210,121,102.5,0-17,San Joaquin
2015,95212,60,75.7,0-17,San Joaquin
2015,95215,37,56.1,0-17,San Joaquin
2015,95219,32,48.7,0-17,San Joaquin
2015,95240,98,74.4,0-17,San Joaquin
2015,95242,34,58.9,0-17,San Joaquin
2015,95301,114,103.9,0-17,Merced
2015,95304,19,54.3,0-17,San Joaquin
2015,95307,82,64.6,0-17,Stanislaus
2015,95315,40,92.0,0-17,Merced
2015,95320,20,66.6,0-17,San Joaquin
2015,95322,42,155.4,0-17,Merced
2015,95324,13,71.7,0-17,Merced
2015,95326,15,53.8,0-17,Stanislaus
2015,95328,17,94.0,0-17,Stanislaus
2015,95330,68,109.3,0-17,San Joaquin
2015,95334,40,84.5,0-17,Merced
2015,95336,153,137.0,0-17,San Joaquin
2015,95337,112,114.7,0-17,San Joaquin
2015,95340,185,205.3,0-17,Merced
2015,95341,196,162.0,0-17,Merced
2015,95348,116,126.1,0-17,Merced
2015,95350,130,113.2,0-17,Stanislaus
2015,95351,185,125.0,0-17,Stanislaus
2015,95354,63,95.7,0-17,Stanislaus
2015,95355,112,80.4,0-17,Stanislaus
2015,95356,57,73.4,0-17,Stanislaus
2015,95357,24,73.1,0-17,Stanislaus
2015,95358,93,97.2,0-17,Stanislaus
2015,95360,31,85.4,0-17,Stanislaus
2015,95361,77,97.8,0-17,Stanislaus
2015,95363,62,81.6,0-17,Stanislaus
2015,95366,30,71.2,0-17,San Joaquin
2015,95367,55,78.5,0-17,Stanislaus
2015,95368,33,82.0,0-17,Stanislaus
2015,95370,23,49.0,0-17,Tuolumne
2015,95376,139,99.8,0-17,San Joaquin
2015,95377,44,43.4,0-17,San Joaquin
2015,95380,117,98.7,0-17,Stanislaus
2015,95382,37,42.6,0-17,Stanislaus
2015,95386,15,52.4,0-17,Stanislaus
2015,95388,46,105.7,0-17,Merced
2015,95391,28,59.3,0-17,San Joaquin
2015,95401,59,68.9,0-17,Sonoma
2015,95403,84,79.6,0-17,Sonoma
2015,95404,43,49.0,0-17,Sonoma
2015,95405,20,48.1,0-17,Sonoma
2015,95407,85,75.4,0-17,Sonoma
2015,95409,30,65.0,0-17,Sonoma
2015,95422,42,106.1,0-17,Lake
2015,95425,14,57.6,0-17,Sonoma
2015,95437,30,103.7,0-17,Mendocino
2015,95448,12,33.5,0-17,Sonoma
2015,95451,18,80.8,0-17,Lake
2015,95453,18,84.6,0-17,Lake
2015,95472,13,30.7,0-17,Sonoma
2015,95476,31,43.1,0-17,Sonoma
2015,95482,62,81.5,0-17,Mendocino
2015,95490,14,49.5,0-17,Mendocino
2015,95492,27,39.5,0-17,Sonoma
2015,95501,34,71.4,0-17,Humboldt
2015,95503,19,39.9,0-17,Humboldt
2015,95519,20,49.2,0-17,Humboldt
2015,95521,15,58.6,0-17,Humboldt
2015,95531,44,92.2,0-17,Del Norte
2015,95540,26,87.6,0-17,Humboldt
2015,95602,20,63.8,0-17,Placer
2015,95603,17,34.7,0-17,Placer
2015,95605,38,100.1,0-17,Yolo
2015,95608,125,114.5,0-17,Sacramento
2015,95610,74,75.9,0-17,Sacramento
2015,95616,15,28.9,0-17,Yolo
2015,95618,19,35.7,0-17,Yolo
2015,95620,49,88.7,0-17,Solano
2015,95621,56,62.9,0-17,Sacramento
2015,95624,94,58.6,0-17,Sacramento
2015,95628,34,45.7,0-17,Sacramento
2015,95630,63,35.6,0-17,Sacramento
2015,95632,32,41.0,0-17,Sacramento
2015,95648,35,27.3,0-17,Placer
2015,95660,101,112.3,0-17,Sacramento
2015,95661,35,55.8,0-17,Placer
2015,95662,39,58.4,0-17,Sacramento
2015,95667,33,38.9,0-17,El Dorado
2015,95670,101,79.8,0-17,Sacramento
2015,95673,34,86.3,0-17,Sacramento
2015,95677,34,69.8,0-17,Placer
2015,95678,34,33.8,0-17,Placer
2015,95682,25,37.8,0-17,El Dorado
2015,95687,114,86.4,0-17,Solano
2015,95688,103,124.7,0-17,Solano
2015,95691,77,76.8,0-17,Yolo
2015,95694,12,56.7,0-17,Yolo
2015,95695,59,63.2,0-17,Yolo
2015,95742,22,65.0,0-17,Sacramento
2015,95746,15,35.8,0-17,Placer
2015,95747,68,42.3,0-17,Placer
2015,95757,75,57.5,0-17,Sacramento
2015,95758,108,66.5,0-17,Sacramento
2015,95762,25,24.9,0-17,El Dorado
2015,95765,34,33.8,0-17,Placer
2015,95776,47,68.9,0-17,Yolo
2015,95815,127,185.0,0-17,Sacramento
2015,95817,54,181.5,0-17,Sacramento
2015,95818,46,110.6,0-17,Sacramento
2015,95820,114,118.3,0-17,Sacramento
2015,95821,106,149.1,0-17,Sacramento
2015,95822,134,122.0,0-17,Sacramento
2015,95823,319,143.0,0-17,Sacramento
2015,95824,117,126.5,0-17,Sacramento
2015,95825,110,179.9,0-17,Sacramento
2015,95826,58,80.8,0-17,Sacramento
2015,95827,38,80.4,0-17,Sacramento
2015,95828,165,103.4,0-17,Sacramento
2015,95829,39,51.0,0-17,Sacramento
2015,95831,45,60.5,0-17,Sacramento
2015,95832,51,131.2,0-17,Sacramento
2015,95833,98,98.1,0-17,Sacramento
2015,95834,89,106.8,0-17,Sacramento
2015,95835,60,62.9,0-17,Sacramento
2015,95838,161,134.2,0-17,Sacramento
2015,95841,73,153.7,0-17,Sacramento
2015,95842,103,109.6,0-17,Sacramento
2015,95843,84,66.6,0-17,Sacramento
2015,95864,39,82.9,0-17,Sacramento
2015,95901,57,63.6,0-17,Yuba
2015,95926,37,59.4,0-17,Butte
2015,95928,30,45.5,0-17,Butte
2015,95932,16,72.3,0-17,Colusa
2015,95945,38,88.1,0-17,Nevada
2015,95948,23,78.8,0-17,Butte
2015,95953,16,52.4,0-17,Sutter
2015,95954,14,68.3,0-17,Butte
2015,95961,56,64.2,0-17,Yuba
2015,95963,18,40.9,0-17,Glenn
2015,95965,41,83.5,0-17,Butte
2015,95966,63,98.3,0-17,Butte
2015,95969,35,76.4,0-17,Butte
2015,95973,44,56.0,0-17,Butte
2015,95987,17,82.7,0-17,Colusa
2015,95988,14,61.1,0-17,Glenn
2015,95991,68,58.2,0-17,Sutter
2015,95993,19,22.0,0-17,Sutter
2015,96001,67,95.7,0-17,Shasta
2015,96002,57,72.5,0-17,Shasta
2015,96003,64,70.2,0-17,Shasta
2015,96007,37,71.3,0-17,Shasta
2015,96019,20,88.7,0-17,Shasta
2015,96021,32,68.2,0-17,Tehama
2015,96022,14,43.8,0-17,Shasta
2015,96080,84,124.4,0-17,Tehama
2015,96130,23,63.0,0-17,Lassen
2016,90001,197,97.8,0-17,Los Angeles
2016,90002,235,127.8,0-17,Los Angeles
2016,90003,335,139.8,0-17,Los Angeles
2016,90004,127,95.3,0-17,Los Angeles
2016,90005,64,79.7,0-17,Los Angeles
2016,90006,133,88.8,0-17,Los Angeles
2016,90007,84,113.5,0-17,Los Angeles
2016,90008,120,159.9,0-17,Los Angeles
2016,90011,422,113.5,0-17,Los Angeles
2016,90012,18,54.7,0-17,Los Angeles
2016,90015,53,124.3,0-17,Los Angeles
2016,90016,156,131.9,0-17,Los Angeles
2016,90017,76,122.1,0-17,Los Angeles
2016,90018,144,112.8,0-17,Los Angeles
2016,90019,155,114.7,0-17,Los Angeles
2016,90020,67,89.3,0-17,Los Angeles
2016,90022,175,88.5,0-17,Los Angeles
2016,90023,160,106.8,0-17,Los Angeles
2016,90025,16,25.7,0-17,Los Angeles
2016,90026,138,100.6,0-17,Los Angeles
2016,90027,33,57.7,0-17,Los Angeles
2016,90028,38,133.0,0-17,Los Angeles
2016,90029,88,110.6,0-17,Los Angeles
2016,90031,96,94.1,0-17,Los Angeles
2016,90032,93,79.0,0-17,Los Angeles
2016,90033,143,97.7,0-17,Los Angeles
2016,90034,42,42.3,0-17,Los Angeles
2016,90035,32,53.4,0-17,Los Angeles
2016,90036,34,49.9,0-17,Los Angeles
2016,90037,278,145.2,0-17,Los Angeles
2016,90038,62,113.8,0-17,Los Angeles
2016,90039,26,50.1,0-17,Los Angeles
2016,90040,30,82.9,0-17,Los Angeles
2016,90041,33,64.7,0-17,Los Angeles
2016,90042,90,58.6,0-17,Los Angeles
2016,90043,203,201.2,0-17,Los Angeles
2016,90044,438,152.0,0-17,Los Angeles
2016,90045,33,46.1,0-17,Los Angeles
2016,90046,17,40.4,0-17,Los Angeles
2016,90047,201,164.6,0-17,Los Angeles
2016,90057,109,108.5,0-17,Los Angeles
2016,90059,256,171.9,0-17,Los Angeles
2016,90061,156,177.2,0-17,Los Angeles
2016,90062,161,189.3,0-17,Los Angeles
2016,90063,143,82.5,0-17,Los Angeles
2016,90064,24,46.9,0-17,Los Angeles
2016,90065,84,78.1,0-17,Los Angeles
2016,90066,45,42.4,0-17,Los Angeles
2016,90068,12,48.2,0-17,Los Angeles
2016,90201,216,66.5,0-17,Los Angeles
2016,90220,211,140.3,0-17,Los Angeles
2016,90221,209,116.3,0-17,Los Angeles
2016,90222,159,152.8,0-17,Los Angeles
2016,90230,39,58.0,0-17,Los Angeles
2016,90232,12,43.8,0-17,Los Angeles
2016,90240,40,66.0,0-17,Los Angeles
2016,90241,66,57.6,0-17,Los Angeles
2016,90242,72,65.8,0-17,Los Angeles
2016,90245,13,42.4,0-17,Los Angeles
2016,90247,151,131.2,0-17,Los Angeles
2016,90248,19,94.8,0-17,Los Angeles
2016,90249,78,124.4,0-17,Los Angeles
2016,90250,271,106.0,0-17,Los Angeles
2016,90255,170,73.9,0-17,Los Angeles
2016,90260,86,95.9,0-17,Los Angeles
2016,90262,215,95.8,0-17,Los Angeles
2016,90266,18,24.2,0-17,Los Angeles
2016,90270,56,64.2,0-17,Los Angeles
2016,90275,16,18.4,0-17,Los Angeles
2016,90277,21,37.6,0-17,Los Angeles
2016,90278,35,36.3,0-17,Los Angeles
2016,90280,193,68.3,0-17,Los Angeles
2016,90291,26,66.4,0-17,Los Angeles
2016,90301,117,122.4,0-17,Los Angeles
2016,90302,66,87.8,0-17,Los Angeles
2016,90303,88,121.3,0-17,Los Angeles
2016,90304,82,91.5,0-17,Los Angeles
2016,90305,48,174.0,0-17,Los Angeles
2016,90404,16,52.9,0-17,Los Angeles
2016,90405,24,65.1,0-17,Los Angeles
2016,90501,87,82.7,0-17,Los Angeles
2016,90502,35,94.8,0-17,Los Angeles
2016,90503,41,44.6,0-17,Los Angeles
2016,90504,31,48.9,0-17,Los Angeles
2016,90505,37,50.7,0-17,Los Angeles
2016,90601,42,54.8,0-17,Los Angeles
2016,90602,65,96.6,0-17,Los Angeles
2016,90603,22,50.1,0-17,Los Angeles
2016,90604,86,85.3,0-17,Los Angeles
2016,90605,89,86.2,0-17,Los Angeles
2016,90606,73,87.8,0-17,Los Angeles
2016,90620,67,68.0,0-17,Orange
2016,90621,45,48.2,0-17,Orange
2016,90623,19,64.3,0-17,Orange
2016,90630,41,42.3,0-17,Orange
2016,90631,95,56.3,0-17,Orange
2016,90638,53,55.2,0-17,Los Angeles
2016,90640,132,84.6,0-17,Los Angeles
2016,90650,207,75.6,0-17,Los Angeles
2016,90660,115,72.1,0-17,Los Angeles
2016,90670,25,71.8,0-17,Los Angeles
2016,90680,45,55.7,0-17,Orange
2016,90701,23,69.0,0-17,Los Angeles
2016,90703,40,48.3,0-17,Los Angeles
2016,90706,165,80.2,0-17,Los Angeles
2016,90710,62,101.4,0-17,Los Angeles
2016,90712,44,62.9,0-17,Los Angeles
2016,90713,20,31.8,0-17,Los Angeles
2016,90715,38,80.5,0-17,Los Angeles
2016,90716,34,78.6,0-17,Los Angeles
2016,90717,33,70.8,0-17,Los Angeles
2016,90723,136,81.5,0-17,Los Angeles
2016,90731,167,111.6,0-17,Los Angeles
2016,90732,24,55.7,0-17,Los Angeles
2016,90744,160,95.2,0-17,Los Angeles
2016,90745,122,95.1,0-17,Los Angeles
2016,90746,78,162.3,0-17,Los Angeles
2016,90755,20,70.9,0-17,Los Angeles
2016,90802,61,88.7,0-17,Los Angeles
2016,90804,93,96.8,0-17,Los Angeles
2016,90805,359,127.4,0-17,Los Angeles
2016,90806,124,99.3,0-17,Los Angeles
2016,90807,52,79.1,0-17,Los Angeles
2016,90808,25,32.4,0-17,Los Angeles
2016,90810,107,105.6,0-17,Los Angeles
2016,90813,219,116.3,0-17,Los Angeles
2016,90814,13,44.4,0-17,Los Angeles
2016,90815,20,26.8,0-17,Los Angeles
2016,91001,47,60.0,0-17,Los Angeles
2016,91006,28,43.3,0-17,Los Angeles
2016,91007,27,45.6,0-17,Los Angeles
2016,91010,46,79.6,0-17,Los Angeles
2016,91011,15,32.8,0-17,Los Angeles
2016,91016,57,61.8,0-17,Los Angeles
2016,91030,23,46.0,0-17,Los Angeles
2016,91040,28,73.0,0-17,Los Angeles
2016,91042,25,46.2,0-17,Los Angeles
2016,91101,13,53.6,0-17,Los Angeles
2016,91103,40,55.9,0-17,Los Angeles
2016,91104,46,57.4,0-17,Los Angeles
2016,91106,14,35.4,0-17,Los Angeles
2016,91107,36,54.7,0-17,Los Angeles
2016,91201,25,63.3,0-17,Los Angeles
2016,91202,14,33.1,0-17,Los Angeles
2016,91204,27,88.1,0-17,Los Angeles
2016,91205,67,101.8,0-17,Los Angeles
2016,91206,26,46.8,0-17,Los Angeles
2016,91214,17,30.7,0-17,Los Angeles
2016,91302,16,26.7,0-17,Los Angeles
2016,91303,93,133.3,0-17,Los Angeles
2016,91304,122,104.6,0-17,Los Angeles
2016,91306,154,144.1,0-17,Los Angeles
2016,91307,37,72.6,0-17,Los Angeles
2016,91311,65,94.2,0-17,Los Angeles
2016,91316,29,59.6,0-17,Los Angeles
2016,91320,22,20.7,0-17,Ventura
2016,91321,70,77.5,0-17,Los Angeles
2016,91324,46,84.1,0-17,Los Angeles
2016,91325,56,86.7,0-17,Los Angeles
2016,91326,19,27.4,0-17,Los Angeles
2016,91331,324,104.6,0-17,Los Angeles
2016,91335,179,103.9,0-17,Los Angeles
2016,91340,100,93.9,0-17,Los Angeles
2016,91342,211,83.6,0-17,Los Angeles
2016,91343,187,117.5,0-17,Los Angeles
2016,91344,88,87.2,0-17,Los Angeles
2016,91345,41,92.3,0-17,Los Angeles
2016,91350,26,31.1,0-17,Los Angeles
2016,91351,50,58.9,0-17,Los Angeles
2016,91352,117,92.2,0-17,Los Angeles
2016,91354,29,34.6,0-17,Los Angeles
2016,91355,31,41.6,0-17,Los Angeles
2016,91356,34,57.6,0-17,Los Angeles
2016,91360,36,42.5,0-17,Ventura
2016,91362,16,21.8,0-17,Ventura
2016,91364,17,33.3,0-17,Los Angeles
2016,91367,41,51.9,0-17,Los Angeles
2016,91381,14,24.8,0-17,Los Angeles
2016,91384,17,27.5,0-17,Los Angeles
2016,91387,64,54.5,0-17,Los Angeles
2016,91401,74,83.3,0-17,Los Angeles
2016,91402,243,117.0,0-17,Los Angeles
2016,91403,14,35.9,0-17,Los Angeles
2016,91405,164,128.5,0-17,Los Angeles
2016,91406,160,127.3,0-17,Los Angeles
2016,91411,66,120.1,0-17,Los Angeles
2016,91423,21,38.3,0-17,Los Angeles
2016,91501,13,33.9,0-17,Los Angeles
2016,91502,13,66.4,0-17,Los Angeles
2016,91504,43,88.6,0-17,Los Angeles
2016,91505,24,42.3,0-17,Los Angeles
2016,91506,15,45.0,0-17,Los Angeles
2016,91601,57,85.6,0-17,Los Angeles
2016,91604,15,30.4,0-17,Los Angeles
2016,91605,127,88.6,0-17,Los Angeles
2016,91606,132,129.7,0-17,Los Angeles
2016,91607,29,52.6,0-17,Los Angeles
2016,91701,34,41.7,0-17,San Bernardino
2016,91702,171,104.1,0-17,Los Angeles
2016,91706,190,88.2,0-17,Los Angeles
2016,91709,69,40.2,0-17,San Bernardino
2016,91710,133,67.0,0-17,San Bernardino
2016,91711,34,52.9,0-17,Los Angeles
2016,91722,69,79.8,0-17,Los Angeles
2016,91723,32,70.4,0-17,Los Angeles
2016,91724,30,53.0,0-17,Los Angeles
2016,91730,96,58.4,0-17,San Bernardino
2016,91731,85,112.7,0-17,Los Angeles
2016,91732,203,117.3,0-17,Los Angeles
2016,91733,139,108.0,0-17,Los Angeles
2016,91739,32,31.2,0-17,San Bernardino
2016,91740,37,67.4,0-17,Los Angeles
2016,91741,32,62.9,0-17,Los Angeles
2016,91744,241,104.7,0-17,Los Angeles
2016,91745,78,74.6,0-17,Los Angeles
2016,91746,62,72.4,0-17,Los Angeles
2016,91748,36,43.3,0-17,Los Angeles
2016,91750,46,70.9,0-17,Los Angeles
2016,91752,54,56.6,0-17,Riverside
2016,91754,48,80.8,0-17,Los Angeles
2016,91755,16,37.0,0-17,Los Angeles
2016,91761,106,67.9,0-17,San Bernardino
2016,91762,144,88.1,0-17,San Bernardino
2016,91763,93,86.8,0-17,San Bernardino
2016,91764,108,64.3,0-17,San Bernardino
2016,91765,35,41.7,0-17,Los Angeles
2016,91766,200,94.0,0-17,Los Angeles
2016,91767,140,106.1,0-17,Los Angeles
2016,91768,86,96.1,0-17,Los Angeles
2016,91770,77,57.7,0-17,Los Angeles
2016,91773,36,54.9,0-17,Los Angeles
2016,91775,20,39.6,0-17,Los Angeles
2016,91776,48,67.7,0-17,Los Angeles
2016,91780,36,56.2,0-17,Los Angeles
2016,91784,14,26.6,0-17,San Bernardino
2016,91786,115,91.5,0-17,San Bernardino
2016,91789,37,52.2,0-17,Los Angeles
2016,91790,91,80.4,0-17,Los Angeles
2016,91791,44,61.8,0-17,Los Angeles
2016,91792,45,67.1,0-17,Los Angeles
2016,91801,56,59.2,0-17,Los Angeles
2016,91803,26,44.5,0-17,Los Angeles
2016,91901,15,42.8,0-17,San Diego
2016,91910,133,72.4,0-17,San Diego
2016,91911,188,85.5,0-17,San Diego
2016,91913,48,35.1,0-17,San Diego
2016,91915,27,31.3,0-17,San Diego
2016,91932,54,84.6,0-17,San Diego
2016,91941,35,46.6,0-17,San Diego
2016,91942,38,49.9,0-17,San Diego
2016,91945,48,74.9,0-17,San Diego
2016,91950,158,103.0,0-17,San Diego
2016,91977,138,88.6,0-17,San Diego
2016,91978,13,59.9,0-17,San Diego
2016,92008,15,30.1,0-17,San Diego
2016,92009,26,23.3,0-17,San Diego
2016,92011,14,25.2,0-17,San Diego
2016,92019,35,39.4,0-17,San Diego
2016,92020,98,65.2,0-17,San Diego
2016,92021,95,59.0,0-17,San Diego
2016,92024,19,17.9,0-17,San Diego
2016,92025,74,51.8,0-17,San Diego
2016,92026,41,33.8,0-17,San Diego
2016,92027,68,44.3,0-17,San Diego
2016,92028,42,38.1,0-17,San Diego
2016,92037,18,28.9,0-17,San Diego
2016,92040,46,46.6,0-17,San Diego
2016,92054,39,34.8,0-17,San Diego
2016,92056,45,40.8,0-17,San Diego
2016,92057,59,40.5,0-17,San Diego
2016,92058,38,50.7,0-17,San Diego
2016,92064,37,36.0,0-17,San Diego
2016,92065,30,36.3,0-17,San Diego
2016,92069,53,38.6,0-17,San Diego
2016,92071,63,50.4,0-17,San Diego
2016,92078,29,24.0,0-17,San Diego
2016,92081,17,29.6,0-17,San Diego
2016,92082,14,32.3,0-17,San Diego
2016,92083,51,47.8,0-17,San Diego
2016,92084,41,32.0,0-17,San Diego
2016,92101,40,141.4,0-17,San Diego
2016,92102,128,106.1,0-17,San Diego
2016,92103,15,53.3,0-17,San Diego
2016,92104,46,56.4,0-17,San Diego
2016,92105,216,98.8,0-17,San Diego
2016,92106,12,31.1,0-17,San Diego
2016,92107,14,40.1,0-17,San Diego
2016,92108,15,71.7,0-17,San Diego
2016,92109,13,27.4,0-17,San Diego
2016,92110,24,54.3,0-17,San Diego
2016,92111,102,98.5,0-17,San Diego
2016,92113,244,150.4,0-17,San Diego
2016,92114,158,96.2,0-17,San Diego
2016,92115,126,106.9,0-17,San Diego
2016,92116,38,71.7,0-17,San Diego
2016,92117,55,56.9,0-17,San Diego
2016,92118,13,37.5,0-17,San Diego
2016,92119,22,51.0,0-17,San Diego
2016,92120,21,41.7,0-17,San Diego
2016,92122,15,24.6,0-17,San Diego
2016,92123,60,91.1,0-17,San Diego
2016,92124,46,48.7,0-17,San Diego
2016,92126,76,49.4,0-17,San Diego
2016,92127,38,26.6,0-17,San Diego
2016,92128,20,20.0,0-17,San Diego
2016,92129,32,25.7,0-17,San Diego
2016,92130,21,14.3,0-17,San Diego
2016,92131,18,19.3,0-17,San Diego
2016,92139,62,68.2,0-17,San Diego
2016,92154,163,78.2,0-17,San Diego
2016,92173,83,94.4,0-17,San Diego
2016,92201,141,75.8,0-17,Riverside
2016,92203,27,35.7,0-17,Riverside
2016,92220,120,167.2,0-17,Riverside
2016,92223,142,100.9,0-17,Riverside
2016,92225,62,125.7,0-17,Riverside
2016,92227,185,216.9,0-17,Imperial
2016,92231,85,73.3,0-17,Imperial
2016,92234,64,50.9,0-17,Riverside
2016,92236,89,56.4,0-17,Riverside
2016,92240,84,79.7,0-17,Riverside
2016,92243,215,151.4,0-17,Imperial
2016,92249,29,119.2,0-17,Imperial
2016,92250,31,142.3,0-17,Imperial
2016,92251,92,157.9,0-17,Imperial
2016,92253,36,48.6,0-17,Riverside
2016,92254,19,36.4,0-17,Riverside
2016,92260,17,37.3,0-17,Riverside
2016,92262,20,45.9,0-17,Riverside
2016,92274,30,41.4,0-17,Riverside
2016,92277,28,46.9,0-17,San Bernardino
2016,92284,42,75.0,0-17,San Bernardino
2016,92301,121,102.9,0-17,San Bernardino
2016,92307,102,104.2,0-17,San Bernardino
2016,92308,109,107.5,0-17,San Bernardino
2016,92311,198,216.4,0-17,San Bernardino
2016,92313,28,103.1,0-17,San Bernardino
2016,92314,16,62.6,0-17,San Bernardino
2016,92316,95,102.7,0-17,San Bernardino
2016,92324,163,92.9,0-17,San Bernardino
2016,92325,14,87.6,0-17,San Bernardino
2016,92335,232,71.5,0-17,San Bernardino
2016,92336,120,43.8,0-17,San Bernardino
2016,92337,93,82.9,0-17,San Bernardino
2016,92344,31,48.1,0-17,San Bernardino
2016,92345,173,75.2,0-17,San Bernardino
2016,92346,146,99.5,0-17,San Bernardino
2016,92354,32,69.8,0-17,San Bernardino
2016,92359,19,99.3,0-17,San Bernardino
2016,92371,12,29.7,0-17,San Bernardino
2016,92373,49,74.0,0-17,San Bernardino
2016,92374,72,72.5,0-17,San Bernardino
2016,92376,217,87.5,0-17,San Bernardino
2016,92377,38,72.3,0-17,San Bernardino
2016,92392,150,88.5,0-17,San Bernardino
2016,92394,111,96.6,0-17,San Bernardino
2016,92395,131,102.3,0-17,San Bernardino
2016,92399,57,44.6,0-17,San Bernardino
2016,92404,245,130.3,0-17,San Bernardino
2016,92405,151,167.8,0-17,San Bernardino
2016,92407,197,115.4,0-17,San Bernardino
2016,92408,40,85.0,0-17,San Bernardino
2016,92410,181,103.6,0-17,San Bernardino
2016,92411,161,178.5,0-17,San Bernardino
2016,92501,38,71.0,0-17,Riverside
2016,92503,172,67.3,0-17,Riverside
2016,92504,103,74.7,0-17,Riverside
2016,92505,103,78.7,0-17,Riverside
2016,92506,48,52.2,0-17,Riverside
2016,92507,114,91.9,0-17,Riverside
2016,92508,36,39.6,0-17,Riverside
2016,92509,146,63.5,0-17,Riverside
2016,92530,107,68.1,0-17,Riverside
2016,92532,28,40.7,0-17,Riverside
2016,92543,81,93.3,0-17,Riverside
2016,92544,95,82.9,0-17,Riverside
2016,92545,92,94.6,0-17,Riverside
2016,92551,103,94.6,0-17,Riverside
2016,92553,182,75.3,0-17,Riverside
2016,92555,94,91.2,0-17,Riverside
2016,92557,101,77.6,0-17,Riverside
2016,92562,64,40.9,0-17,Riverside
2016,92563,95,49.6,0-17,Riverside
2016,92567,13,48.3,0-17,Riverside
2016,92570,122,69.3,0-17,Riverside
2016,92571,127,68.2,0-17,Riverside
2016,92582,43,74.0,0-17,Riverside
2016,92583,93,106.0,0-17,Riverside
2016,92584,59,47.4,0-17,Riverside
2016,92585,35,61.2,0-17,Riverside
2016,92586,19,68.7,0-17,Riverside
2016,92587,24,56.4,0-17,Riverside
2016,92591,53,45.0,0-17,Riverside
2016,92592,91,43.5,0-17,Riverside
2016,92595,42,49.8,0-17,Riverside
2016,92596,45,50.9,0-17,Riverside
2016,92602,23,33.2,0-17,Orange
2016,92604,19,33.4,0-17,Orange
2016,92606,19,35.1,0-17,Orange
2016,92614,17,35.5,0-17,Orange
2016,92618,17,31.2,0-17,Orange
2016,92620,46,41.4,0-17,Orange
2016,92626,45,46.4,0-17,Orange
2016,92627,85,57.8,0-17,Orange
2016,92629,14,31.4,0-17,Orange
2016,92630,39,28.2,0-17,Orange
2016,92646,30,29.2,0-17,Orange
2016,92647,76,59.0,0-17,Orange
2016,92648,43,55.3,0-17,Orange
2016,92649,19,34.5,0-17,Orange
2016,92653,17,30.0,0-17,Orange
2016,92655,15,90.1,0-17,Orange
2016,92656,31,24.6,0-17,Orange
2016,92663,16,50.9,0-17,Orange
2016,92672,12,15.4,0-17,Orange
2016,92673,14,16.1,0-17,Orange
2016,92675,21,24.7,0-17,Orange
2016,92677,33,23.2,0-17,Orange
2016,92679,14,19.9,0-17,Orange
2016,92683,105,51.1,0-17,Orange
2016,92688,30,25.4,0-17,Orange
2016,92691,20,21.6,0-17,Orange
2016,92692,23,24.6,0-17,Orange
2016,92694,22,24.2,0-17,Orange
2016,92701,130,72.9,0-17,Orange
2016,92703,177,85.1,0-17,Orange
2016,92704,200,77.4,0-17,Orange
2016,92705,64,58.1,0-17,Orange
2016,92706,88,76.6,0-17,Orange
2016,92707,151,80.0,0-17,Orange
2016,92708,37,36.1,0-17,Orange
2016,92780,123,83.9,0-17,Orange
2016,92782,27,34.7,0-17,Orange
2016,92801,137,71.7,0-17,Orange
2016,92802,110,86.5,0-17,Orange
2016,92804,191,85.2,0-17,Orange
2016,92805,193,90.2,0-17,Orange
2016,92806,62,59.1,0-17,Orange
2016,92807,27,37.3,0-17,Orange
2016,92821,35,41.8,0-17,Orange
